 76, "FX Noiz3machin3 FN",      1,  65.5,  19.6,  30.3,  43.2,  54.3,  64.1,  77.4
 77, "FX Quitscheentchen FN",   6,  64.8,  21.8,  33.5,  45.4,  57.8,  69.7,  81.8
 78, "FX Radeberger FN",        6,  64.8,  25.2,  43.2,  61.4,  79.8,  98.3, 116.7
 79, "FX Raindrops FN",         6,  63.5,  21.9,  33.6,  45.3,  57.3,  68.8,  80.5
 80, "FX Reverse FM",           6,  64.2,  11.6,  20.0,  28.3,  36.7,  45.1,  53.4
 81, "FX SO 6dB Sweep",         1,  64.8,  10.1,  17.2,  24.3,  31.4,  38.3,  45.2
 82, "FX Swell FN",             1,  64.8,  16.5,  25.2,  33.8,  42.6,  51.5,  60.8
 83, "FX Turntable FN",         6,  64.8,  25.1,  39.3,  53.6,  68.6,  84.4, 100.5
 84, "KB Big Synth FN",         6,  64.2,  51.7,  51.9,  51.9,  38.1,  44.8,  51.7
 85, "KB E-Piano",              6,  65.5,  15.3,  23.0,  30.2,  37.7,  46.4,  52.3
 86, "KB Glockenschlag FN",     4,  65.5,  17.0,  25.2,  33.2,  41.6,  50.3,  59.3
 87, "KB Piano House",          6,  64.8,  16.7,  24.3,  31.9,  39.2,  46.5,  53.8
 88, "KB White Noise FN",       3,  65.5,  15.5,  22.9,  30.4,  38.2,  45.4,  52.8
 89, "LD 8bitter II FN",        6,  65.5,  19.1,  27.6,  35.8,  44.2,  51.9,  61.1
 90, "LD Acid Saw",             6,  64.8,  10.3,  17.9,  24.9,  32.0,  38.9,  45.8
 91, "LD Bon Voyage FN",        1,  65.5,  15.2,  22.2,  29.0,  36.2,  42.9,  50.4
 92, "LD Crystal Lead",         1,  65.5,  16.4,  24.8,  33.0,  41.8,  50.2,  58.7
 93, "LD Drop In Pulse",        3,  64.8,  54.1,  54.1,  38.3,  38.6,  46.2,  54.0
 94, "LD Funky Mod",            1,  64.8,  10.1,  17.3,  24.3,  31.3,  38.3,  45.5
 95, "LD Metal Wahuuu",         1,  66.1,  11.5,  20.7,  29.3,  38.0,  46.8,  55.5
 96, "LD Morph Sync",           1,  65.5,  21.0,  34.3,  47.6,  61.9,  75.2,  89.9
 97, "LD Noisy Sync Lead",      1,  65.5,  13.5,  24.5,  35.6,  46.4,  57.2,  67.9
 98, "LD Plastic Attack",       1,  64.8,  13.2,  21.3,  29.2,  37.0,  44.8,  52.5
 99, "LD Pleutonium FN",        1,  65.5,  17.2,  23.6,  30.2,  36.8,  43.2,  49.8
100, "LD Plucked String",       1,  65.5,  18.6,  28.2,  37.8,  47.6,  57.7,  68.5
101, "LD Power Lead",           5,  64.8,  12.7,  22.0,  31.4,  40.6,  49.8,  59.6
102, "LD Resobells FN",         1,  64.8,  19.0,  28.0,  37.0,  46.4,  55.5,  64.9
103, "LD Sci Fi Organ",         6,  64.8,  18.8,  30.0,  41.3,  52.9,  64.6,  76.1
104, "LD Soft Bell Lead",       4,  65.5,  19.4,  31.5,  43.5,  55.7,  67.9,  80.8
105, "LD Special Starter",      1,  64.8,  18.9,  29.7,  40.8,  51.9,  63.0,  74.0
106, "LD Spring Bell",          2,  64.8,  19.6,  31.9,  44.3,  57.1,  69.7,  83.3
107, "LD SYNCElead FN",         1,  64.8,  17.8,  26.8,  35.7,  45.2,  54.3,  63.9
108, "LD Technoshocker FN",     1,  64.8,  11.4,  19.7,  28.2,  36.8,  45.0,  53.8
109, "LD Thin Lead",            1,  65.5,  17.5,  26.1,  35.0,  44.3,  53.4,  62.7
110, "LD Tranceline FN",        1,  65.5,  17.7,  25.0,  32.4,  39.9,  47.0,  54.4
111, "LD Woholead FN",          1,  64.8,  10.5,  17.8,  25.2,  32.5,  40.0,  47.5
112, "PD  Ringmodded FN",       1,  65.5,  19.2,  27.8,  36.4,  45.2,  53.7,  63.1
113, "PD Base Pad",             6,  64.8,  49.3,  49.4,  26.1,  33.6,  40.8,  48.1
114, "PD Bellomatism FN",       3,  65.5,  60.4,  60.4,  33.6,  42.3,  51.0,  60.3
115, "PD Big Trancer FN",       6,  65.5,  17.9,  25.5,  33.0,  41.1,  48.7,  56.4
116, "PD Bit Orchestra",        6,  65.5,  18.7,  28.4,  38.4,  49.0,  59.0,  69.8
117, "PD Bursting Pad",         4,  65.5,  22.2,  35.7,  49.4,  63.2,  76.6,  90.3
118, "PD Dark Animations FN",   3,  65.5,  15.9,  23.7,  31.6,  39.2,  46.8,  54.9
119, "PD Easymat FN",           6,  64.8,  17.0,  24.7,  32.7,  40.7,  48.6,  57.0
120, "PD Floating Pad",         6,  65.5,  21.7,  35.9,  50.2,  65.4,  80.0,  95.7
121, "PD Gated Pad",            3,  64.8,  67.4,  64.6,  63.7,  47.6,  56.8,  66.3
122, "PD Glasometer FN",        3,  64.8,  63.7,  63.7,  53.9,  45.0,  54.1,  64.1
123, "PD Open Square FN",       6,  65.5,  59.3,  51.6,  35.7,  44.3,  52.3,  60.9
124, "PD Padwobbler FN",        6,  64.8,  68.5,  58.6,  39.6,  49.6,  59.5,  69.8
125, "PD Sun Rise",             6,  64.8,  68.0,  27.9,  37.6,  48.0,  57.9,  68.4
126, "PD Sweet Analogue",       4,  64.8,  71.0,  67.1,  66.9,  67.1,  59.4,  66.8
127, "PD Twoflower FN",         4,  65.5,  79.5,  77.8,  78.1,  51.2,  66.2,  78.6
  0, "! Startup Juno Osc",      6,  61.6,   9.4,  16.0,  22.6,  29.3,  35.8,  42.4
  1, "ARP 303 Like FN",         1,  62.2,  15.6,  23.3,  30.5,  37.9,  44.9,  52.6
  2, "ARP 303 Like II FN",      1,  62.9,  16.1,  24.2,  31.8,  39.9,  47.4,  55.8
  3, "ARP C64 FN",              1,  62.9,  22.5,  35.7,  48.7,  62.2,  75.2,  88.6
  4, "ARP C64 II FN",           1,  62.9,  21.9,  35.1,  47.8,  60.9,  73.6,  86.4
  5, "ARP C64 III FN",          1,  63.5,  21.9,  35.0,  48.3,  61.8,  75.2,  88.4
  6, "ARP C64 IV FN",           1,  63.5,  18.7,  26.7,  34.5,  42.7,  50.9,  58.7
  7, "ARP Demotrack ARP FN",    6,  63.5,  11.1,  18.8,  26.4,  34.0,  41.4,  49.2
  8, "ARP Rumpelkammer FN",     1,  63.5,  12.8,  21.5,  30.2,  38.7,  47.4,  56.1
  9, "BS 007 X",                6,  63.5,  12.1,  20.4,  28.5,  36.8,  45.0,  53.3
 10, "BS 7th Gates FN",         1,  64.2,  10.1,  17.3,  24.2,  31.1,  38.0,  44.7
 11, "BS Bass Deep Room",       1,  63.5,  15.5,  23.2,  30.3,  37.5,  44.5,  51.9
 12, "BS Bassolead FN",         1,  64.2,  18.5,  27.6,  36.7,  46.1,  55.3,  64.9
 13, "BS Basspa_ FN",           1,  63.5,  12.2,  20.5,  28.7,  36.9,  45.1,  53.3
 14, "BS C64 Octavebass FN",    1,  64.2,  17.7,  30.1,  42.0,  54.3,  66.3,  78.6
 15, "BS Clean Flat Bass",      1,  64.8,  10.0,  17.2,  24.3,  31.3,  38.2,  45.5
 16, "BS D&B Wubler",           1,  64.8,  10.9,  19.0,  26.5,  34.4,  42.0,  50.0
 17, "BS Dark Bass",            1,  64.2,  10.8,  18.9,  26.7,  34.5,  42.1,  49.8
 18, "BS Dark Night FN",        3,  64.8,  11.8,  19.1,  26.2,  33.6,  40.6,  48.3
 19, "BS Detuned FN",           1,  64.2,  12.3,  20.5,  28.8,  37.0,  45.0,  53.4
 20, "BS Easy Listener FN",     6,  64.8,  12.1,  20.4,  28.5,  36.9,  45.0,  53.2
 21, "BS Energyator FN",        1,  64.8,  10.3,  17.5,  24.5,  31.8,  38.8,  46.0
 22, "BS Fat Side FN",          1,  64.8,  10.8,  18.9,  26.9,  34.8,  42.2,  50.1
 23, "BS Flamming Bass FN",     1,  64.8,  11.8,  19.6,  27.5,  35.3,  42.9,  50.9
 24, "BS Goodspeed FN",         1,  64.8,  15.7,  22.9,  30.0,  37.3,  44.4,  51.9
 25, "BS Hard 80's",            1,  64.8,  10.9,  17.5,  24.2,  30.7,  37.3,  44.0
 26, "BS Knarziger FN",         1,  64.8,  11.2,  18.0,  24.8,  31.9,  38.6,  45.6
 27, "BS LFO Roller FN",        1,  64.8,  11.9,  19.9,  28.0,  36.2,  44.0,  52.2
 28, "BS Madskillz FN",         1,  64.8,  15.2,  21.8,  28.5,  35.4,  42.1,  49.4
 29, "BS Mixmiddle FN",         1,  65.5,  14.2,  25.7,  37.1,  48.7,  60.2,  71.8
 30, "BS Night And Day FN",     6,  64.8,  12.0,  20.0,  28.0,  36.0,  44.0,  52.2
 31, "BS Noizigian FN",         1,  64.8,  11.9,  20.2,  28.5,  36.8,  45.1,  53.5
 32, "BS Open Bass FN",         1,  64.8,  10.8,  18.4,  25.9,  33.7,  41.1,  49.1
 33, "BS Pluggiator FN",        1,  64.8,  15.6,  23.3,  30.7,  37.9,  45.1,  53.0
 34, "BS SAWbreaker FN",        1,  65.5,  11.7,  19.2,  26.5,  33.7,  41.0,  48.6
 35, "BS Sawlight FN",          1,  65.5,  13.1,  20.5,  27.9,  35.3,  42.8,  50.2
 36, "BS Sci Fi",               1,  65.5,  16.1,  27.6,  39.6,  51.5,  63.4,  75.2
 37, "BS Slow Filter FN",       1,  64.8,  17.7,  26.3,  35.0,  43.6,  51.8,  60.2
 38, "BS Small Bassist FN",     6,  64.8,  17.2,  25.2,  33.1,  41.3,  49.3,  57.3
 39, "BS Syncetel Bass FN",     6,  65.5,  11.2,  18.0,  24.9,  31.8,  38.7,  45.8
 40, "BS Tripple Wobbler",      1,  65.5,  10.4,  18.1,  25.6,  33.2,  40.6,  48.1
 41, "BS Wobbler FN",           1,  66.1,  17.9,  26.9,  35.8,  45.1,  53.8,  63.1
 42, "BS Wobbler II FN",        1,  65.5,  18.4,  27.9,  37.4,  47.0,  56.8,  66.7
 43, "CD Universal FN",         1,  65.5,  17.1,  24.8,  32.6,  40.9,  48.8,  57.0
 44, "CH Chordionator FN",      6,  65.5,  16.6,  24.2,  31.7,  39.2,  46.4,  53.6
 45, "CH Chordionator II FN",   1,  65.5,  16.7,  24.2,  31.7,  39.5,  46.6,  53.9
 46, "CH Chordionator III FN",  3,  65.5,  10.3,  17.9,  25.4,  32.8,  40.0,  47.4
 47, "CH Chordionator IV FN",   1,  65.5,  15.6,  23.1,  30.6,  38.4,  46.1,  54.2
 48, "CH Open Mind FN",         1,  64.8,  17.1,  25.0,  32.7,  40.8,  48.6,  56.8
 49, "CH SIDchord FN",          6,  65.5,  18.1,  26.7,  35.4,  44.5,  53.3,  62.5
 50, "DR 8bit  Kick II FN",     1,  65.5,  15.3,  23.8,  32.3,  41.0,  49.6,  58.2
 51, "DR 8bit  Kick III FN",    6,  66.1,  18.9,  26.9,  34.9,  43.1,  51.4,  59.2
 52, "DR 8bit Kick FN",         6,  65.5,  16.9,  24.1,  31.5,  39.1,  46.7,  53.8
 53, "DR Crash Space",          6,  65.5,  15.4,  28.2,  41.0,  54.1,  67.2,  80.4
 54, "DR Hat Reverse",          1,  64.8,  11.8,  21.1,  30.4,  39.5,  48.7,  57.9
 55, "DR Hat Short Moves",      1,  65.5,  12.1,  21.2,  30.4,  39.5,  48.6,  57.9
 56, "DR Hat Short",            4,  65.5,  11.8,  20.9,  30.1,  39.3,  48.3,  57.6
 57, "DR HiHat FN",             1,  66.1,   9.0,  14.9,  20.8,  26.6,  32.4,  38.3
 58, "DR Kick Clean",           1,  65.5,  12.7,  22.4,  32.2,  41.9,  51.6,  61.4
 59, "DR Kick FN",              1,  65.5,   9.8,  16.3,  22.9,  29.5,  35.9,  42.5
 60, "DR Kick II FN",           1,  65.5,  18.9,  25.6,  32.4,  39.2,  46.0,  52.7
 61, "DR Kick III FN",          1,  65.5,  18.7,  26.7,  34.6,  42.7,  50.7,  58.6
 62, "DR Kick Old School",      6,  66.1,  12.7,  22.4,  32.2,  41.9,  51.6,  61.4
 63, "DR Kick Phat",            1,  65.5,  17.4,  26.7,  36.1,  45.7,  54.9,  64.0
 64, "DR Perc Bongo Room",      1,  66.1,  15.8,  23.6,  31.6,  39.6,  47.2,  54.7
 65, "DR Perc Room",            1,  65.5,  14.7,  21.5,  28.1,  35.1,  41.3,  47.8
 66, "DR Snare Dry",            1,  66.1,  13.9,  22.5,  30.7,  39.1,  47.2,  55.4
 67, "DR Sub Impact",           1,  65.5,   9.9,  16.6,  23.2,  29.8,  36.4,  43.3
 68, "FX Alien Storm",          1,  65.5,  99.0,  99.1,  99.9, 100.8, 101.9, 102.2
 69, "FX Blubberwasser FN",     1,  64.8,  21.8,  33.4,  45.4,  57.6,  69.7,  81.7
 70, "FX Break FM",             6,  65.5,  23.2,  39.0,  55.3,  72.2,  89.3, 106.5
 71, "FX C64 FN",               1,  65.5,  20.8,  32.3,  43.6,  54.6,  65.1,  76.0
 72, "FX Digital Transfer",     1,  66.1,  21.1,  35.0,  49.4,  64.9,  80.8,  97.7
 73, "FX Falling Break",        1,  64.8,  49.8,  49.7,  49.5,  49.5,  49.5,  49.4
 74, "FX Metallica FN",         1,  66.1,  63.3,  63.4,  33.5,  43.4,  53.5,  63.7
 75, "FX Mod Triangle FM",      1,  65.5,  10.9,  19.2,  27.8,  36.3,  44.7,  53.4
 76, "FX Noiz3machin3 FN",      1,  65.5,  19.7,  30.4,  43.2,  54.3,  64.2,  77.4
 77, "FX Quitscheentchen FN",   6,  65.5,  21.8,  33.3,  45.2,  57.5,  69.7,  81.8
 78, "FX Radeberger FN",        6,  65.5,  25.3,  43.2,  61.4,  79.8,  98.2, 116.8
 79, "FX Raindrops FN",         6,  64.2,  22.0,  33.6,  45.5,  57.5,  68.9,  80.5
 80, "FX Reverse FM",           6,  65.5,  11.6,  20.0,  28.3,  36.7,  45.1,  53.5
 81, "FX SO 6dB Sweep",         1,  65.5,  10.1,  17.2,  24.3,  31.4,  38.3,  45.2
 82, "FX Swell FN",             1,  65.5,  16.5,  25.2,  33.8,  42.8,  51.5,  60.8
 83, "FX Turntable FN",         6,  66.1,  25.1,  39.3,  53.5,  68.6,  84.5, 100.4
 84, "KB Big Synth FN",         6,  64.8,  51.9,  51.9,  51.7,  38.2,  44.9,  51.6
 85, "KB E-Piano",              6,  66.1,  15.3,  22.9,  30.1,  37.8,  46.5,  52.4
 86, "KB Glockenschlag FN",     4,  66.1,  17.1,  25.2,  33.2,  41.7,  50.4,  59.6
 87, "KB Piano House",          6,  65.5,  16.7,  24.2,  31.8,  39.2,  46.5,  53.8
 88, "KB White Noise FN",       3,  65.5,  15.4,  22.8,  30.4,  38.2,  45.5,  52.8
 89, "LD 8bitter II FN",        6,  66.1,  19.1,  27.6,  35.8,  44.2,  51.9,  61.1
 90, "LD Acid Saw",             6,  65.5,  10.3,  17.8,  24.9,  32.0,  38.9,  45.8
 91, "LD Bon Voyage FN",        1,  66.1,  15.2,  22.1,  29.0,  36.1,  43.0,  50.3
 92, "LD Crystal Lead",         1,  66.1,  16.3,  24.8,  33.1,  41.8,  50.2,  58.8
 93, "LD Drop In Pulse",        3,  65.5,  54.2,  54.2,  38.3,  38.6,  46.2,  54.0
 94, "LD Funky Mod",            1,  65.5,  10.1,  17.3,  24.2,  31.3,  38.3,  45.4
 95, "LD Metal Wahuuu",         1,  66.1,  11.5,  20.7,  29.3,  38.1,  46.8,  55.6
 96, "LD Morph Sync",           1,  66.1,  21.0,  34.4,  47.8,  61.9,  75.0,  89.5
 97, "LD Noisy Sync Lead",      1,  66.1,  13.5,  24.5,  35.5,  46.5,  57.2,  67.9
 98, "LD Plastic Attack",       1,  66.1,  13.2,  21.3,  29.2,  37.0,  44.8,  52.5
 99, "LD Pleutonium FN",        1,  66.1,  17.2,  23.7,  30.0,  36.9,  43.3,  49.8
100, "LD Plucked String",       1,  66.1,  18.7,  28.1,  37.6,  47.6,  57.7,  68.3
101, "LD Power Lead",           5,  65.5,  12.7,  22.0,  31.4,  40.5,  49.8,  59.6
102, "LD Resobells FN",         1,  66.1,  19.0,  28.0,  37.0,  46.3,  55.6,  64.9
103, "LD Sci Fi Organ",         6,  64.8,  18.8,  30.0,  41.3,  53.0,  64.4,  76.0
104, "LD Soft Bell Lead",       4,  65.5,  19.4,  31.5,  43.5,  55.7,  67.9,  80.8
105, "LD Special Starter",      1,  64.8,  19.0,  29.7,  40.7,  51.9,  62.9,  74.1
106, "LD Spring Bell",          2,  66.1,  19.6,  31.9,  44.4,  57.2,  69.7,  83.3
107, "LD SYNCElead FN",         1,  64.8,  17.8,  26.7,  35.8,  45.2,  54.3,  64.0
108, "LD Technoshocker FN",     1,  65.5,  11.4,  19.8,  28.2,  36.8,  45.0,  53.9
109, "LD Thin Lead",            1,  65.5,  17.5,  26.1,  35.0,  44.3,  53.4,  62.8
110, "LD Tranceline FN",        1,  65.5,  17.9,  25.1,  32.3,  39.8,  47.0,  54.4
111, "LD Woholead FN",          1,  66.1,  10.5,  17.8,  25.2,  32.5,  40.0,  47.5
112, "PD  Ringmodded FN",       1,  66.1,  19.2,  27.8,  36.4,  45.3,  53.6,  62.9
113, "PD Base Pad",             6,  65.5,  49.4,  49.3,  26.1,  33.5,  40.9,  48.2
114, "PD Bellomatism FN",       3,  65.5,  60.4,  60.4,  33.5,  42.3,  51.0,  60.5
115, "PD Big Trancer FN",       6,  65.5,  17.9,  25.5,  33.1,  41.0,  48.9,  56.5
116, "PD Bit Orchestra",        6,  65.5,  18.7,  28.5,  38.3,  48.9,  59.2,  69.7
117, "PD Bursting Pad",         4,  65.5,  22.2,  35.8,  49.4,  63.2,  76.7,  90.2
118, "PD Dark Animations FN",   3,  66.1,  16.0,  23.8,  31.6,  39.3,  47.0,  54.9
119, "PD Easymat FN",           6,  65.5,  17.0,  24.7,  32.7,  40.8,  48.6,  57.0
120, "PD Floating Pad",         6,  65.5,  21.6,  35.9,  50.2,  65.5,  80.2,  95.5
121, "PD Gated Pad",            3,  65.5,  67.6,  64.4,  63.8,  47.5,  56.8,  66.4
122, "PD Glasometer FN",        3,  65.5,  63.7,  63.7,  54.0,  45.0,  54.1,  64.2
123, "PD Open Square FN",       6,  65.5,  59.4,  51.6,  35.7,  44.2,  52.5,  60.9
124, "PD Padwobbler FN",        6,  65.5,  68.4,  58.5,  39.6,  49.7,  59.7,  69.6
125, "PD Sun Rise",             6,  65.5,  67.9,  27.8,  37.6,  47.8,  57.9,  68.5
126, "PD Sweet Analogue",       4,  65.5,  70.9,  67.0,  67.1,  66.9,  59.8,  66.9
127, "PD Twoflower FN",         4,  66.1,  79.7,  78.1,  77.9,  51.2,  66.2,  78.6
